Term,Translation,Status,ReviewedBuildId,Comment
Relics/fiery_furnace_desc,"<sprite name=""PEG_SHIELDED"">가 파괴될 때마다 <style=ballwark>{[BALLWARK_SHIELD_PEG_DESTROY_GAIN]} 보호막</style>을 얻습니다.",draft,,
Relics/fiery_furnace_name,불타는 용광로,draft,,
Relics/first_dodge_free_desc,"매 전투에서 처음으로 <style=dodge>공격을 회피할</style> 때, <style=dodge>{[FIRST_DODGE]} 환각</style>을 얻습니다.",draft,,
Relics/first_dodge_free_name,연쇄 반응,draft,,
Relics/free_reload_desc,재장전을 처음으로 할 때 적이 추가로 받는 턴들을 건너뜁니다.,draft,,
Relics/free_reload_name,가짜 구슬,draft,,
Relics/gain_ballusion_from_enemy_dmg_desc,<style=damage>체력을 X 잃으면</style> <style=dodge>2X 환각</style>을 얻습니다.,draft,,
Relics/gain_ballusion_from_enemy_dmg_desc2,<style=damage>체력을 X 잃으면</style> <style=dodge>X 환각</style>을 얻습니다.,draft,,
Relics/gain_ballusion_from_enemy_dmg_name,산만 반응,draft,,
Relics/gain_ballusion_on_dodge_desc,<style=dodge>공격을 회피할</style> 때마다 <style=dodge>{[DUCK_DODGE]} 환각</style>을 얻습니다.,draft,,
Relics/gain_ballusion_on_dodge_name,회피와 엄폐,draft,,
Relics/gain_max_hp_defeat_enemy2_desc,"미니언이 아닌 적을 처치할 때마다 <sprite name=""PEG""> 1개를 <sprite name=""MAX_HP_PEG"">로 변환합니다. 이 페그는 <style=activate>활성화</style>될 때 <style=heal>최대 체력을 1 증가시킵니다</style>.",draft,,
Relics/gain_max_hp_defeat_enemy2_name,그라인딩 몬스테라,draft,,
Relics/gain_max_hp_defeat_enemy_desc,미니언이 아닌 적을 처치할 때마다 <style=heal>최대 체력 1을 얻습니다</style>.,draft,,
Relics/gain_max_hp_defeat_enemy_name,그라인딩 몬스테라,draft,,
Relics/gain_percentage_of_gold_each_node_desc,"'?' 노드에 진입할 때 보유한 <sprite name=""GOLD"">가 {[PERCENT_OF_GOLD_GAIN_ON_NODE]}% 증가합니다.",draft,,
Relics/gain_percentage_of_gold_each_node_name,싹트는 투자,draft,,
Relics/gaining_ballwark_gives_muscircle_desc,"<style=shield>{[BALLWARK_FOR_MUSCIRCLE_GAIN]} 보호막</style>을 획득할 때마다, <style=strength>1 근력</style>을 얻습니다.",draft,,
Relics/gaining_ballwark_gives_muscircle_name,훈련복,draft,,
Relics/gaining_muscircle_gives_ballwark_desc,다른 효과로 <style=strength>근력</style>을 얻을 때마다 <style=shield>{[GAINING_MUSCIRCLE_GIVES_BALLWARK_AMOUNT]} 보호막</style>을 얻습니다.,draft,,
Relics/gaining_muscircle_gives_ballwark_name,추가 혜택,draft,,
Relics/gamblin_iou_desc,(아마도) 매우 합법적인 투자 증명서입니다.,draft,,
Relics/gamblin_iou_name,차용증,draft,,
Relics/grabby_hand_desc,확실하게 조준할 수 있게 공중에 있는 적을 공격할 때 구슬을 수평으로 던집니다.,draft,,
Relics/grabby_hand_desc2,비행하는 적은 수평으로 공격받으며 투사체 공격으로부터 <style=dmg_bonus>{[GRABBY_HAND_DAMAGE_MOD]}배의 대미지</style>를 받습니다.,draft,,
Relics/grabby_hand_name,효자손,draft,,
Relics/halve_incoming_damage_desc,받는 모든 대미지가 절반으로 감소합니다.,draft,,
Relics/halve_incoming_damage_name,찢어진 띠,draft,,
Relics/heal_on_peg_hit_desc,"전투 중 <sprite name=""PEG"">를 {[HEAL_PEG_HITS]}개 <style=activate>활성화</style>할 때마다 체력을 <style=heal>1 회복</style>합니다.",draft,,
Relics/heal_on_peg_hit_name,팝콘,draft,,
Relics/heal_on_refresh_desc,페그보드가 새로고침될 때마다 체력을 <style=heal>{[COOKIE_HEAL]} 회복</style>합니다.,draft,,
Relics/heal_on_refresh_name,쿠키,draft,,
Relics/heal_on_reload_desc,재장전을 할 때마다 체력을 <style=heal>{[RELOAD_HEAL]} 회복</style>합니다.,draft,,
Relics/heal_on_reload_name,웰던 스테이크,draft,,
Relics/heal_on_reload_peg_num_name,끈적한 연고,draft,,
Relics/heal_with_ballwark_desc,전투 후 <style=shield>보호막</style>이 남아 있다면 <style=heal>체력을 {[KNIGHT_CAP]} 회복</style>합니다.,draft,,
Relics/heal_with_ballwark_desc2,전투 후 <style=shield>보호막</style>이 남아 있으면 <style=heal>{[KNIGHT_CAP]}의 최대 체력</style>을 얻습니다.,draft,,
Relics/heal_with_ballwark_name,기사 모자,draft,,
Relics/healing_slime_desc,"<style=hit>명중</style>한 <sprite name=""PEG""> {[HEAL_SLIME_PEGS]}개마다 <style=heal><style=upgr_slime>치유 슬라임</style></style>을 적용합니다. 이 페그는 <style=durable>견고해지며</style> <style=activate>활성화</style>될 때 체력을 1 회복합니다.",draft,,
Relics/healing_slime_name,끈적한 연고,draft,,
Relics/hedge_bets_desc,"페그보드에 있는 <sprite name=""CRIT_PEG""> 한 개마다 공격에 <style=dmg_bonus>+1/+0</style>의 효과를 부여합니다.",draft,,
Relics/hedge_bets_desc2,"페그보드에 있는 <sprite name=""CRIT_PEG""> 한 개마다 공격에 <style=dmg_bonus>+{[HEDGE_DMG]}/+0</style>의 효과를 부여합니다.",draft,,
Relics/hedge_bets_name,벳시의 덤불,draft,,
Relics/high_ballusion_guaranteed_crit_desc,<style=dodge>{[MIN_BALLUSION_FOR_GUARANTEED_CRIT]} 환각을 초과</style>할 때 발사한 샷이 치명타가 됩니다.,draft,,
Relics/high_ballusion_guaranteed_crit_desc2,발사한 모든 샷이 <style=dodge>(2x 환각)</style>% 확률로 치명타를 발동합니다.,draft,,
Relics/high_ballusion_guaranteed_crit_name,안정적인 조준경,draft,,
Relics/hitting_crit_adds_temp_crits_desc,"<sprite name=""CRIT_PEG"">에 <style=hit>명중할 때마다</style> {[TEMP_CRITS_CREATED_ON_CRIT_PEG_HIT]} <sprite name=""PEG"">를 <sprite name=""TEMP_CRIT"">로 변환합니다.",draft,,
Relics/hitting_crit_adds_temp_crits_name,위조 치명타,draft,,
Relics/immunity_desc,모든 대미지에 면역이 됩니다.,draft,,
Relics/immunity_name,신성한 방패,draft,,
Relics/increase_neg_status_desc,"적에게 부정적인 상태 효과를 부여할 때, <style=dmg_bonus>부여되는 수치가 {[SORROW_INC]}만큼 증가합니다</style>.",draft,,
Relics/increase_neg_status_name,슬픔의 가면,draft,,
Relics/increase_pos_status_desc,"자신에게 긍정적인 상태 효과를 부여할 때, <style=dmg_bonus>부여되는 수치가 {[JOY_INC]}만큼 증가합니다</style>.",draft,,
Relics/increase_pos_status_name,즐거움의 가면,draft,,
Relics/increase_strength_small_desc,모든 공격에 <style=dmg_bonus>+1/+1</style>의 효과를 부여합니다.,draft,,
Relics/increase_strength_small_name,파워 글러브,draft,,
Relics/increased_navigation_gold_desc,"이동 중 모은 <sprite name=""COIN_ONLY""> 개당 {[INC_NAV_GOLD]} <sprite name=""GOLD"">의 가치가 있습니다.",draft,,
Relics/increased_navigation_gold_name,이동플레이션,draft,,
Relics/inflight_damage_desc,구슬이 페그보드에 오래 머물러 있을수록 더 큰 대미지를 줍니다.,draft,,
Relics/inflight_damage_name,회중시계,draft,,
Relics/large_orbs_dmg_target_desc,"표준 구슬 크기보다 큰 구슬은 <sprite name=""PEG"">에 <style=hit>명중</style>할 때마다 지정된 적에게 <style=damage>{[LARGE_ORB_DMG]}의 대미지</style>를 줍니다.",draft,,
Relics/large_orbs_dmg_target_desc2,"표준 구슬 크기보다 큰 구슬은 <sprite name=""PEG"">에 <style=hit>명중</style>할 때마다 지정된 적에게 <style=damage>보유한 큰 구슬의 개수와 동일한 대미지</style>를 줍니다.",draft,,
Relics/large_orbs_dmg_target_name,큰 물고기,draft,,
Relics/lifesteal_peg_hit_desc,"<style=activate>활성화</style>된 <sprite name=""PEG""> {[INFERNAL_PEGS]}개마다 지정된 적에게서 <style=damage>체력 1</style>을 <style=heal2>흡수합니다</style>.",draft,,Corrects the missing quote in this Korean sprite tag; the locked English source tag is malformed.
Relics/lifesteal_peg_hit_name,명계의 주괴,draft,,
Relics/lose_ballwark_gain_ballance_desc,<style=shield>마지막 보호막</style>을 잃으면 <style=balance>1 균형</style>을 얻습니다.,draft,,
Relics/lose_ballwark_gain_ballance_name,마음의 평화,draft,,
Relics/low_health_guaranteed_crit_desc,체력이 <style=damage>{[GUARANTEED_CRIT_HEALTH_THRESHOLD]}% 미만</style>일 경우 발사한 모든 샷이 치명타가 됩니다.,draft,,
Relics/low_health_guaranteed_crit_name,칼끝,draft,,
Relics/low_health_increased_damage_desc2,체력이 <style=damage>{[MONSTER_TRAINING_HEALTH_THRESHOLD]}% 미만</style>일 경우 공격이 <style=dmg_bonus>{[MONSTER_TRAINING_DAMAGE_MULTIPLIER]}배</style>의 대미지를 줍니다.,draft,,
Relics/low_health_increased_damage_name,괴물 같은 훈련,draft,,
Relics/magnet_desc2,"<sprite name=""PEG"">, <sprite name=""BOMB"">는 구슬을 끌어당기는 약한 인력, <sprite name=""REFRESH_PEG"">, <sprite name=""CRIT_PEG"">은 구슬을 끌어당기는 강한 인력이 생깁니다. 이 효과는 {[MAGNET_STR_TIME]}초 동안 지속되다가 다음 {[MAGNET_TIMEOUT]}초간 천천히 줄어듭니다.",draft,,
Relics/magnet_name,페그 전자석,draft,,
Relics/matryoshka_desc2,"매번 발사할 때마다 <style=multiball>+{[MULTIBALL_RELIC_MULTIBALL]} 멀티볼</style>을 얻지만, 공격은 <style=dmg_negative>{[MULTIBALL_RELIC_DAMAGE]}/{[MULTIBALL_RELIC_DAMAGE]}</style>를 잃습니다.",draft,,
Relics/matryoshka_desc3,"매번 발사할 때마다 <style=multiball>+{[MULTIBALL_RELIC_MULTIBALL]} 멀티볼</style>을 얻지만, 생성된 <style=multiball>멀티볼</style>은 원래 구슬보다 작습니다.",draft,,
Relics/matryoshka_name,마트료시카 껍데기,draft,,
Relics/max_health_incr_desc,최대 체력을 얻을 때마다 획득량이 {[MAX_HP_GAIN_INCR]}만큼 증가합니다.,draft,,
Relics/max_health_incr_name,소금통,draft,,
Relics/max_health_large_desc,최대 체력을 <style=heal>{[MAX_HEALTH_LARGE_AMOUNT]}</style> 증가시킵니다.,draft,,
Relics/max_health_large_name,케이크,draft,,
Relics/max_health_medium_desc,최대 체력을 <style=heal>{[MAX_HEALTH_MEDIUM_AMOUNT]}</style> 증가시킵니다.,draft,,
Relics/max_health_medium_name,벽 속의 치킨,draft,,
Relics/max_health_small_desc,최대 체력을 <style=heal>{[MAX_HEALTH_SMALL_AMOUNT]}</style> 증가시킵니다.,draft,,
Relics/max_health_small_name,하루 사과 한 알,draft,,
Relics/max_hp_on_orb_add_desc,덱에 구슬이 추가될 때마다 <style=heal>최대 체력을 {[MAX_HP_ON_ORB_ADD_AMOUNT]}만큼 얻습니다</style>.,draft,,
Relics/max_hp_on_orb_add_name,개구리 부적,draft,,
Relics/mental_mantle_desc,"<sprite name=""PEG"">를 {[DAMAGE_ON_PEG_COUNT]}개 <style=activate>활성화</style>할 때마다 지정된 적에게 즉시 <style=damage>1의 대미지</style>를 줍니다.",draft,,Corrects the missing quote in this Korean sprite tag; the locked English source tag is malformed.
Relics/mental_mantle_name,정신의 망토,draft,,
Relics/minimum_guarantee_desc,"구슬은 {[SAFETY_PEGS]}개의 <sprite name=""PEG"">를 맞혔을 때와 같은 대미지를 지닌 채 발사됩니다.",draft,,
Relics/minimum_guarantee_name,안전망,draft,,
Relics/more_pierce_less_bomb_damage_desc,"투사체 공격이 적을 {[PEGULATIONS_PIERCE_NUM]}번 더 관통하지만, <sprite name=""BOMB"">의 <style=damage>자해 대미지</style>와 일반 대미지가 <style=dmg_negative>{[PEGULATIONS_BOMB_DMG_MOD]}% 감소</style>합니다.",draft,,
Relics/more_pierce_less_bomb_damage_name,안전 페그규정,draft,,
Relics/more_spinfection_damage_per_act_desc,지역 하나당 <style=poison>감염</style>의 <style=damage>대미지</style>가 {[EXTRA_SPINFECTION_DAMAGE_PER_ACT]} 증가합니다.,draft,,
Relics/more_spinfection_damage_per_act_desc2,적들이 <style=poison>감염</style>으로 {[SPINFECTION_MULTIPLIER_RELIC_AMOUNT]}배의 대미지를 받습니다.,draft,,
Relics/more_spinfection_damage_per_act_name,수정 촉매,draft,,
Relics/more_treasure_nodes_desc,"'?' 노드가 보물 노드일 확률이 +{[MORE_TREASURE]}%, 보물의 등급이 희귀일 확률이 +{[BETTER_TREASURE]}% 증가합니다.",draft,,
Relics/more_treasure_nodes_desc2,"'?' 노드를 {[ORBERTS_NUM_SCENARIO_NODES]}개 방문할 때마다 상자가 등장하며, 상자에서 희귀한 유물이 나올 확률이 {[BETTER_TREASURE]}% 증가합니다.",draft,,
Relics/more_treasure_nodes_name,오버트의 이야기,draft,,
Relics/multi_attack_desc,투사체 및 지정 공격의 대미지가 원래 공격과 가장 멀리 있는 적을 노리는 추가 공격으로 나뉩니다.,draft,,
Relics/multi_attack_name,협공 작전,draft,,
Relics/multiball_every_x_desc,샷을 {[MULTIBALL_X_SHOTS]}번 할 때마다 <style=multiball>+1 멀티볼</style>로 시작합니다.,draft,,
Relics/multiball_every_x_name,복제 스테이션,draft,,
Relics/multihit_but_less_aim_desc,"모든 구슬이 <sprite name=""PEG"">를 한 번 더 <style=activate>활성화</style>하지만, 조준선이 크게 짧아집니다.",draft,,
Relics/multihit_but_less_aim_desc2,"모든 구슬이 <sprite name=""PEG"">를 한 번 더 <style=activate>활성화</style>하지만, 조준선이 크게 짧아지고 모든 구슬이 무거워집니다.",draft,,
Relics/multihit_but_less_aim_desc3,"짝수 번째로 발사한 구슬은 <sprite name=""PEG"">를 한 번 더 <style=activate>활성화</style>하지만 무거워집니다.",draft,,
Relics/multihit_but_less_aim_name,묵직한 손,draft,,
Relics/new_matryoshka_desc,"매번 발사할 때마다 <style=multiball>+{[NEW_MATRY_MULTIBALL]} 멀티볼</style>을 얻지만, 공격은 <style=dmg_negative>{[NEW_MATRY_REG_DMG]}/{[NEW_MATRY_CRIT_DMG]}</style>를 잃습니다.",draft,,
Relics/new_matryoshka_name,고퍼 골드,draft,,
Relics/no_damage_on_reload_desc,재장전하는 동안 공격 대미지에 면역이 됩니다.,draft,,
Relics/no_damage_on_reload_name,라운드 가드,draft,,
Relics/no_damage_reduction_desc,저항이 있는 적에게 대미지를 온전히 줍니다.,draft,,
Relics/no_damage_reduction_desc2,적의 모든 대미지 저항이 약점이 됩니다.,draft,,
Relics/no_damage_reduction_name,무엇이든 베어보세요,draft,,
Relics/no_discard_desc,"전투 시작 시와 재장전할 때마다 <style=balance>균형 {[NO_DISCARD_DAMAGE_INCREASE]}</style>을 얻지만, <style=damage>구슬 버리기 횟수가 -{[DISCARD_REDUCTION]}</style>됩니다.",draft,,
Relics/no_discard_desc2,"모든 공격이 <style=dmg_bonus>+{[NO_DISCARD_DAMAGE_INCREASE]}/+{[NO_DISCARD_CRIT_INCREASE]}</style>를 얻지만, <style=damage>구슬 버리기가 {[DISCARD_REDUCTION]} 감소합니다</style>.",draft,,
Relics/no_discard_name,봉인된 신념,draft,,
Relics/non_crit_bonus_dmg_desc,모든 공격이 <style=dmg_bonus>+1/+0</style>를 얻습니다.,draft,,
Relics/non_crit_bonus_dmg_name,평범한 칼날,draft,,
Relics/on_discard_gain_crit_ballusion_desc,버리면 버린 구슬의 치명타 대미지의 {[DISCARD_GAIN_CRIT_BALLUSION_MULTIPLIER]}배에 해당하는 <style=dodge>환각</style>을 얻습니다.,draft,,
Relics/on_discard_gain_crit_ballusion_name,이게 네 카드인가,draft,,
Relics/only_minibosses_desc,모든 노드가 미니보스가 됩니다.,draft,,
Relics/only_minibosses_name,미니보스 정모,draft,,
Relics/overflow_desc2,투사체 공격에 <style=overflow>오버플로우</style>를 부여합니다.,draft,,
Relics/overflow_name,오함마,draft,,
Relics/peg_to_bomb_desc2,"<sprite name=""PEG"">이 {[PEG_TO_BOMB_CHANCE]}% 확률로 <sprite name=""BOMB_REGULAR"">로 새로고침됩니다.",draft,,
Relics/peg_to_bomb_name,연금술사의 요리책,draft,,
Relics/poison_inc_desc,적의 <style=poison>감염</style>이 감소하는 대신 매 턴 증가합니다.,draft,,
Relics/poison_inc_name,스핀셉션,draft,,
Relics/portal_slot_desc,발사할 때마다 무작위 슬롯 하나가 구슬을 페그보드 상단으로 순간이동시키는 포탈이 됩니다. 포탈은 {[PORTAL_SLOT_USES]}회까지 사용할 수 있습니다.,draft,,
Relics/portal_slot_name,호박 π,draft,,
Relics/post_battle_heal_increase_desc,전투 후 회복량이 덱에 있는 구슬 하나당 <style=heal>{[POST_BATTLE_HEAL_BY_ORBS]}%</style> 증가합니다. <style=heal>(+{[DECK_SIZE_HEAL_TOTAL]}%)</style>,draft,,
Relics/post_battle_heal_increase_name,재기의 심장,draft,,
Relics/potion_pegs_count_desc,"<style=activate>활성화</style>된 <sprite name=""REFRESH_PEG"">, <sprite name=""CRIT_PEG"">도 대미지에 기여합니다.",draft,,
Relics/potion_pegs_count_desc2,"<style=activate>활성화된</style> <sprite name=""REFRESH_PEG"">와 <sprite name=""CRIT_PEG"">가 대미지에 {[STRANGE_BREW_NUM]}번 기여합니다.",draft,,
Relics/potion_pegs_count_name,요상한 혼합물,draft,,
Relics/prevent_first_damage_desc,매 전투에서 처음으로 <style=damage>체력을 잃는 것</style>을 막습니다.,draft,,
Relics/prevent_first_damage_name,꼭두각시,draft,,
Relics/prices_dont_scale_desc,구매할 때마다 상승하는 가격이 초기 가격으로 고정됩니다.,draft,,
Relics/prices_dont_scale_name,담합 감지,draft,,
Relics/prime_slime_desc,"<sprite name=""PEG"">에 {[RANDOM_SLIME_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>무작위 이로운 슬라임</style>을 적용합니다.",draft,,
Relics/prime_slime_name,프라임 슬라임,draft,,
Relics/random_enemy_health_desc,적들이 무작위의 체력을 가지고 나타납니다.,draft,,
Relics/random_enemy_health_desc_locked,위험한 지름길을 사용해 사용자 정의 게임을 완료하면 잠금이 해제됩니다.,draft,,
Relics/random_enemy_health_name,구겨진 캐릭터 시트,draft,,
Relics/random_orbs_desc,"무작위로 {[HAGLIN_REL_ADD]}개의 구슬을 덱에 추가하고, {[HAGLIN_REL_UPGRADE]}번 무작위로 구슬들을 업그레이드합니다.",draft,,
Relics/random_orbs_desc2,"무작위로 {[HAGLIN_REL_ADD]}개의 희귀한 구슬을 덱에 추가하고, {[HAGLIN_REL_UPGRADE]}번 무작위로 구슬들을 업그레이드합니다.",draft,,
Relics/random_orbs_desc3,"획득 시 희귀한 구슬 {[HAGLIN_REL_ADD]}개가 덱에 추가되고, 구슬이 무작위로 {[HAGLIN_REL_UPGRADE]}회 업그레이드되며, {[HAGLIN_REL_GOLD]} <sprite name=""GOLD"">를 얻습니다.",draft,,
Relics/random_orbs_name,해글린의 가방,draft,,
Relics/random_status_effect_on_hit_desc,공격하면 적에게 무작위 디버프를 적용합니다.,draft,,
Relics/random_status_effect_on_hit_name,구적로퀀스,draft,,
Relics/randomize_orb_desc,덱을 섞을 때마다 각 구슬의 일반 및 치명타 대미지가 <style=dmg_negative>(능력치 - {[DIE_MOD]})</style>와 <style=dmg_bonus>(능력치 + {[DIE_MOD]})</style> 사이에서 무작위로 정해집니다.,draft,,
Relics/randomize_orb_desc2,덱을 섞을 때마다 각 구슬의 일반 및 치명타 대미지가 <style=dmg_negative>(능력치 - {[DIE_MOD]})</style>와 <style=dmg_bonus>(능력치 + {[DIE_MOD_POS]})</style> 사이에서 무작위로 정해집니다.,draft,,
Relics/randomize_orb_name,던전 주사위,draft,,
Relics/reduce_orb_self_damage_desc,구슬로 받는 <style=damage>자해 대미지</style>가 {[REDUCE_ORB_SELF_DMG]}% 감소합니다.,draft,,
Relics/reduce_orb_self_damage_name,정원사의 장갑,draft,,
Relics/refresh_also_crit_desc,"<style=activate>활성화</style>된 <sprite name=""REFRESH_PEG"">도 치명타를 발동합니다.",draft,,
Relics/refresh_also_crit_name,묽은 물약,draft,,
Relics/refresh_buffs_desc,"페그보드가 {[REFRESH_BUFF]}번 새로고침될 때마다, 무작위로 <style=strength>근력 1</style> 또는 <style=finesse>정밀 1</style>을 얻습니다.",draft,,
Relics/refresh_buffs_name,단기 연수,draft,,
Relics/refresh_damages_peg_count_desc,보드가 새로고침될 때마다 복원된 페그 수만큼 <style=damage>모든 적에게 대미지를 줍니다</style>.,draft,,
Relics/refresh_damages_peg_count_desc2,보드가 새로고침될 때마다 복원된 페그 수만큼 <style=damage>지정된 적에게 대미지를 줍니다</style>.,draft,,
Relics/refresh_damages_peg_count_name,새로고침 장검,draft,,
Relics/refresh_on_enemy_death_desc,적을 처치할 때마다 페그보드를 새로고침합니다.,draft,,
Relics/refresh_on_enemy_death_name,새로고침 단검,draft,,
Relics/refresh_on_reload_desc,재장전을 할 때마다 페그보드를 새로고침합니다.,draft,,
Relics/refresh_on_reload_name,새로고침 방패,draft,,
Relics/refresh_splash_desc,"<sprite name=""REFRESH_PEG"">를 <style=activate>활성화</style>하면 주변 페그도 <style=activate>활성화</style>됩니다.",draft,,
Relics/refresh_splash_name,새로고침 음료,draft,,
Relics/refresh_x_pegs_desc,"보드에 <sprite name=""REFRESH_PEG"">이 {[MAX_PEGS_REFRESHED_ADD]}개 더 생기지만 새로고침하면 {[MAX_PEGS_REFRESHED]} <sprite name=""PEG"">만 새로고침됩니다.",draft,,
Relics/refresh_x_pegs_desc2,"보드에 <sprite name=""REFRESH_PEG"">이 {[MAX_PEGS_REFRESHED_ADD]}개 더 생기지만, 새로고침할 때마다 <sprite name=""PEG"">의 {[MAX_PEGS_REFRESHED_PERCENTAGE]}%만 복원됩니다(최소 {[MAX_PEGS_REFRESHED]}개).",draft,,
Relics/refresh_x_pegs_name,나머지는 나중에,draft,,
Relics/refreshed_pegs_get_upgraded_desc,"<sprite name=""PEG"">가 새로고침될 때마다 <style=dmg_bonus>+{[REFRESH_UPGRADES_PEGS_AMOUNT]}</style> 업그레이드됩니다.",draft,,
Relics/refreshed_pegs_get_upgraded_name,새로고침 관점,draft,,
Relics/reload_balance_desc,재장전을 할 때마다 <style=balance>균형 {[BAL_RELOAD_EFF]}</style>의 효과를 얻습니다.,draft,,
Relics/reload_balance_name,야무진 양팔 저울,draft,,
Relics/reload_strength_desc3,재장전할 때마다 <style=strength>{[STR_RELOAD_EFF]} 근력</style>을 얻습니다.,draft,,
Relics/reload_strength_name,무식한 종,draft,,
Relics/retain_ballusion_desc,"<style=dodge>환각</style>이 발동될 때 <style=dodge>환각</style>의 {[LOSE_LESS_BALLUSION_NEW_PERCENT]}%를 유지하며, <style=dodge>사용되지 않은 환각</style>은 전투 간에 유지됩니다.",draft,,
Relics/retain_ballusion_name,곤경의 부츠,draft,,
Relics/reuse_ring_desc,모든 구슬이 <style=persist>지속 +1</style>을 얻습니다.,draft,,
Relics/reuse_ring_name,재사용의 반지,draft,,
Relics/reverse_gravity_desc,"중력이 반전되지만, 천장 튕김이 크게 증가하고 구슬이 아래로 내려갈 때는 <sprite name=""PEG"">을 통과합니다.",draft,,
Relics/reverse_gravity_name,청록 장신구,draft,,
Relics/sand_arrows_desc,공격이 적에게 <style=blind>{[SAND_ARROWS_BLIND]} 어둠</style>을 부여합니다.,draft,,
Relics/sand_arrows_name,모래 화살,draft,,
Relics/self_damage_gain_ballwark_desc,"<style=damage>자해 대미지</style>로 체력을 잃은 후, 잃은 체력의 {[SELF_DAMAGE_GAIN_BALLWARK_MULTIPLIER]}배에 해당하는 <style=shield>보호막</style>을 얻습니다.",draft,,
Relics/self_damage_gain_ballwark_name,요새 반응,draft,,
Relics/shield_pegs_add_damage_desc,"<sprite name=""PEG_SHIELDED"">을 <style=activate>활성화</style>할 수 있습니다.",draft,,
Relics/shield_pegs_add_damage_name,방패 강타,draft,,
Relics/shuffle_refresh_peg_desc,"샷이 끝날 때마다 <sprite name=""REFRESH_PEG"">이 위치를 바꿉니다.",draft,,
Relics/shuffle_refresh_peg_name,전술적 사탕,draft,,
Relics/slot_multipliers_desc,하단 슬롯에 발사 대미지를 2배 또는 절반으로 만드는 배수가 추가됩니다.,draft,,
Relics/slot_multipliers_name,무거운 칩,draft,,
Relics/small_orbs_multihit_desc,"표준 구슬 크기보다 작은 구슬은 각 <sprite name=""PEG"">를 한 번 더 <style=activate>활성화</style>합니다.",draft,,
Relics/small_orbs_multihit_name,작은 선물,draft,,
Relics/spawn_bomb_peg_hits_desc,"<sprite name=""PEG"">에 {[SPAWN_BOMB_PEGS]}번 <style=hit>명중</style>할 때마다 명중한 페그를 <sprite name=""BOMB_REGULAR"">으로 변환합니다.",draft,,
Relics/spawn_bomb_peg_hits_name,화약 수집기,draft,,
Relics/spinesse_when_dodging_desc,<style=dodge>공격을 회피할 때마다</style> <style=finesse>정밀 1</style>을 얻습니다.,draft,,
Relics/spinesse_when_dodging_name,수상한 단검,draft,,
Relics/splash_effect_on_targeted_attacks_desc,지정 공격이 주변의 적들에게도 명중합니다.,draft,,
Relics/splash_effect_on_targeted_attacks_name,외계의 바위,draft,,
Relics/squirrel_ball_desc,"<sprite name=""PEG"">에 {[SQUIRREL_NUM]}번 <style=hit>명중</style>할 때마다 페그보드에 다람쥐공을 소환합니다.",draft,,
Relics/squirrel_ball_desc2,"<sprite name=""PEG"">에 {[PEGS_PER_SQUIRREL]}번 <style=hit>명중</style>할 때마다 페그보드에 다람쥐공을 소환합니다. 소환된 다람쥐공은 {[SQUIRREL_NUM]}번 사용하면 파괴됩니다.",draft,,Verify which object the use counter destroys in Steam build 22988052 before changing the subject or approving this row.
Relics/squirrel_ball_name,스피어리디의 운명,draft,,
Relics/start_with_ballwark_desc,매 전투를 <style=shield>보호막 {[BALLWARK_START]}</style>이 부여된 상태로 시작합니다.,draft,,
Relics/start_with_ballwark_for_orb_levels_desc,각 전투는 덱에 있는 구슬의 수와 2배(구슬의 최대 기본 공격력) 중 더 높은 수만큼 <style=shield>보호막</style>으로 시작합니다.,draft,,Confirm how the largest base-damage value is selected and shown in Steam build 22988052 before approving this wording.
Relics/start_with_ballwark_for_orb_levels_name,발라드로이,draft,,
Relics/start_with_ballwark_name,발라드로이,draft,,
Relics/strength_on_refresh_desc,페그보드가 새로고침될 때마다 <style=strength>1 근력</style>을 얻습니다.,draft,,
Relics/strength_on_refresh_desc2,보드가 {[BROC_NUM]}번 새로고침될 때마다 <style=strength>1 근력</style>을 얻습니다.,draft,,
Relics/strength_on_refresh_name,십자화과 너클,draft,,
Relics/strength_plus_one_desc,<style=strength>근력</style>을 얻을 때마다 1을 추가로 얻습니다.,draft,,
Relics/strength_plus_one_name,훈련용 추,draft,,
Relics/strength_start_desc,전투 시작 시 <style=strength>{[START_STR]} 근력</style>을 얻습니다.,draft,,
Relics/strength_start_desc2,"매 전투의 시작마다, 무작위로 <style=strength>근력 1</style> 또는 <style=dexterity>손재주 1</style>을 얻습니다.",draft,,
Relics/strength_start_name,나선 학살자,draft,,
Relics/strong_bombs_on_only_target_desc,"<sprite name=""BOMB"">가 지정된 적에게만 <style=dmg_bonus>{[ONLY_TARGET_BOMB_DMG_MULT]}배의 대미지</style>를 줍니다.",draft,,
Relics/strong_bombs_on_only_target_desc2,"<sprite name=""BOMB"">의 <style=dmg_bonus>자해 대미지는 -{[ONLY_TARGET_RIGGED_RED]}, 적 대미지는 {[ONLY_TARGET_BOMB_DMG_MULT]}배</style>가 되지만, <style=dmg_negative>지정된 적에게만 영향을 미칩니다</style>.",draft,,
Relics/strong_bombs_on_only_target_name,집중 폭발,draft,,
