Term,Translation,Status,ReviewedBuildId,Comment
Orbs/heal_each_peg,부딪힌 페그의 수만큼 체력을 회복합니다.,draft,,
Orbs/heal_on_fire,구슬을 쏠 때 <style=heal>{[HEAL_ON_FIRE]}만큼 회복</style>합니다.,draft,,
Orbs/heal_orb_basic_name,회복하라구,draft,,
Orbs/heal_orb_name,나으라구,draft,,
Orbs/heal_shot_damage,"공격하는 대신, 샷의 대미지만큼 <style=heal>체력을 회복</style>합니다.",draft,,
Orbs/heal_when_buff_flipped,"<sprite name=""PEG"">를 뒤집을 때 <style=heal> {[FLIP_HEAL_AMOUNT]}만큼 회복</style>합니다.",draft,,
Orbs/healing_slime,<style=upgr_slime>치유 슬라임</style>이 묻은 페그를 <style=hit>활성화</style>하면 <style=heal>체력을 1 회복</style>합니다.,draft,,
Orbs/high_damage,대미지가 높습니다.,draft,,
Orbs/horriball_name,끔찍구,draft,,
Orbs/icicle_name,구드름,draft,,
Orbs/increase_max_hp_on_fire,구슬을 쏠 때 <style=heal>최대 체력을 {[MAX_HP_INC]}만큼 증가</style>시킵니다.,draft,,
Orbs/instigatorb_name,선동구,draft,,
Orbs/irresponsiball_name,무책임구,draft,,
Orbs/is_a_stone,펩볼입니다,draft,,
Orbs/jupitorb_name,목성구,draft,,
Orbs/lazorb_name,면도구,draft,,
Orbs/level,레벨,draft,,
Orbs/level_short,레벨 {[ORB_LEVEL]},draft,,
Orbs/lifesteal_all,체력을 회복하고 모든 적에게 회복량의 {[HEAL_DAMAGE_ALL]}배만큼 대미지를 줍니다.,draft,,
Orbs/lifesteal_orb,준 대미지의 <style=heal>{[LIFESTEAL_PERCENT]}%만큼 생명력을 흡수</style>합니다.,draft,,
Orbs/lifesteal_target,체력을 회복하고 지정된 적에게 회복량의 {[HEAL_DAMAGE_TARGETED]}배만큼 대미지를 줍니다.,draft,,
Orbs/lighter_desc,다른 구슬보다 가볍습니다.,draft,,
Orbs/lightning_name,천둥번구,draft,,
Orbs/lightning_slime_info,"<style=upgr_slime>벼락 슬라임</style>이 묻은 <sprite name=""PEG"">은 <style=durable>견고</style>하며, <style=hit>명중할</style> 때 주변 <sprite name=""PEG"">를 감전시킵니다.",draft,,
Orbs/low_gravity,저중력,draft,,
Orbs/magnet_desc,"<sprite name=""REFRESH_PEG""> <sprite name=""CRIT_PEG"">에 강한 인력을 가집니다.",draft,,
Orbs/magnet_desc2,"<sprite name=""PEG""> <sprite name=""BOMB"">에 약한 인력을 가집니다.",draft,,
Orbs/magnet_desc3,{[MAGNET_ORB_FULL]}초 동안 최고치로 효과가 발동된 다음 {[MAGNET_ORB_WEAK]}초 동안 천천히 효과가 감소합니다.,draft,,
Orbs/magnet_name,전자석구,draft,,
Orbs/make_next_orb_fired_bouncy,다음에 발사하는 구슬이 더욱 통통 튑니다!,draft,,
Orbs/make_next_orb_fired_bouncy_on_discard,"이 구슬로 공격하거나 버린 후, 다음 발사되는 구슬이 통통 튀게 됩니다!",draft,,
Orbs/make_next_orb_fired_extra_bouncy_on_discard,"이 구슬로 공격하거나 버린 후, 다음 발사되는 구슬이 훨씬 더 통통 튀게 됩니다!",draft,,
Orbs/make_next_orb_fired_super_bouncy_on_discard,"이 구슬로 공격하거나 버린 후, 다음 발사되는 구슬이 엄청나게 통통 튀게 됩니다!",draft,,
Orbs/massive_damage_crit,"치명타 대미지가 매우 큽니다. <sprite name=""CRIT_PEG"">",draft,,
Orbs/memorb_damage,이번 전투에서 구슬이 <style=activate>활성화</style>한 페그 하나당 <style=dmg_bonus>+{[MEM_DMG]}의 추가 대미지</style>를 줍니다. {[MEM_DMG_TOTAL]},draft,,
Orbs/memorb_name,다 기억한다구,draft,,
Orbs/mirror_name,비치구,draft,,
Orbs/morbid,<style=morbid>모비드</style>,draft,,
Orbs/morbid_effect,"<sprite name=""PEG_CLEARED""> 를 통과하면서 <style=activate>활성화</style>합니다.",draft,,
Orbs/morbid_name,모비구스,draft,,
Orbs/multiball_desc,멀티볼 x{[MULTIBALL_LEVEL]}!,draft,,
Orbs/multiball_desc2,<style=multiball>멀티볼 {[MULTIBALL_LEVEL]}</style>,draft,,
Orbs/multiball_name,마트료시구,draft,,
Orbs/multihit_crit_pegs,"각 <sprite name=""CRIT_PEG"">를 {[MULTIHIT_PEG_TYPE_LEVEL]}번 <style=activate>활성화</style>합니다.[i2p_One]각 <sprite name=""CRIT_PEG"">를 {[MULTIHIT_PEG_TYPE_LEVEL]}번 <style=activate>활성화</style>합니다.",draft,,
Orbs/multiplier_orb_level,구슬 레벨이 높을수록 대미지 배수가 증가합니다.,draft,,
Orbs/multiply_coins_on_hit_pegs,"각기 다른 <sprite name=""PEG_COIN"">에 <style=hit>명중</style>할 때마다 해당 페그의 코인이 {[COIN_MULTIPLICATION_ON_HIT_PEG]}배가 됩니다.",draft,,
Orbs/necorb_effect1,"<sprite name=""PEG_CLEARED"">, <sprite name=""BOMB"">과만 명중할 수 있습니다.",draft,,
Orbs/necorb_effect2,"명중한 <sprite name=""PEG_CLEARED"">를 <sprite name=""PEG"">로 복원합니다.",draft,,
Orbs/necorb_name,부활하라구,draft,,
Orbs/negative_stats,기본 {[NEGATIVE_BASE_DMG]}/{[NEGATIVE_CRIT_DMG]},draft,,
Orbs/next_orb_crit_on_discard,버리면 다음에 발사하는 구슬은 치명타가 보장됩니다.,draft,,
Orbs/next_orb_multiball_additional_orb,다음 구슬이 {[MULTIBALL_FIRE_FORCE2]}배의 힘으로 추가 복사체를 발사합니다.,draft,,
Orbs/next_orb_multiball_additional_orbs,다음 구슬이 {[MULTIBALL_FIRE_FORCE2]}배 및 {[MULTIBALL_FIRE_FORCE3]}배의 힘으로 추가 복사체를 발사합니다.,draft,,
Orbs/next_orb_multiball_on_prev_path_extra_force,구슬을 쏠 때 경로를 설정합니다. 다음 구슬이 {[MULTIBALL_FIRE_FORCE_MULTIPLIER]}배의 힘으로 해당 방향으로 자신의 복사체를 발사합니다.,draft,,
Orbs/nimball_name,님볼,draft,,
Orbs/no_effects,특별한 효과가 없습니다.,draft,,
Orbs/offering_name,오프링,draft,,
Orbs/once_per_battle,전투당 한 번만 사용할 수 있습니다.,draft,,
Orbs/only_hits_ground,지상의 적만 공격할 수 있습니다.,draft,,
Orbs/orbbery_name,고속도로 오버리,draft,,
Orbs/orbelisk_bonus_damage,덱에 있는 오벨리스구 하나마다 대미지가 <style=dmg_bonus>+{[STONE_BONUS_DMG]}/+{[STONE_BONUS_CRIT]}</style> 늘어납니다.,draft,,
Orbs/orbelisk_name,오벨리스구,draft,,
Orbs/orberos_name,구로보로스,draft,,
Orbs/orbrasion_name,연마,draft,,
Orbs/orbust_name,오버스트,draft,,
Orbs/oreb_name,돌멩이?,draft,,
Orbs/overflow,<style=overflow>오버플로우</style>,draft,,
Orbs/overflow2,<style=overflow>오버플로우</style>,draft,,
Orbs/persistence_desc,<style=persist>지속 {[PERSIST_LEVEL]}</style>,draft,,
Orbs/pierce_x,공격이 적 {[PIERCE_COUNT]}명을 관통합니다.[i2p_One]공격이 하나의 적을 관통합니다.,draft,,
Orbs/pierces_all_enemies,공격이 모든 적을 관통합니다.,draft,,
Orbs/pierces_first_peg,구슬이 처음으로 맞힌 페그를 관통합니다.,draft,,
Orbs/poison_orb_name,감염성 독침,draft,,
Orbs/poison_slime_explain,"적이 이동한 뒤, 보드에 있는 <style=upgr_slime>중독 슬라임</style> 하나당 지정된 적이 {[POISON_SLIME_DAMAGE]}의 대미지를 받습니다.",draft,,
Orbs/portal_desc,"이 구슬이 페그보드 아래로 떨어질 때, 처음 {[PORTAL_COUNT]}번은 상단으로 다시 돌아갑니다[i2p_One]이 구슬이 페그보드 아래로 떨어질 때, 처음 한 번은 상단으로 다시 돌아갑니다.",draft,,
Orbs/portal_name,할로윈을 즐기라구,draft,,
Orbs/potentiorb_name,신호 강화구,draft,,
Orbs/potion_belt_name,물약 볼트,draft,,
Orbs/protectorb_name,방어하라구,draft,,
Orbs/pupil_orb_name,구슬 주시자의 눈동자,draft,,
Orbs/random_slime_orbs_multiball,"생성된 <style=multiball>멀티볼</style>은 슬라임을 부여하는 무작위 구슬이며, 이 구슬과 레벨이 같습니다.",draft,,
Orbs/reduce_rigged_bomb_damage_while_in_deck,"가지고 있는 동안 <sprite name=""RIGGED_BOMB"">로 받는 <style=damage>자해 대미지</style>가 전체적으로 {[RIGGED_REDUCTION_WHEN_IN_DECK]}만큼 줄어듭니다.",draft,,
Orbs/refresh_on_discard,버리면 보드를 새로고침합니다.,draft,,
Orbs/refresh_on_draw,뽑으면 보드를 새로고침합니다.,draft,,
Orbs/refresh_on_draw_and_self_damage,"뽑으면 보드를 새로고침하고, 새로고침된 <sprite name=""PEG""> 하나당 <style=damage>1의 자해 대미지</style>를 받습니다. <style=damage>{[MINUS_TOTAL]}</style>",draft,,
Orbs/refresh_on_exit,구슬이 페그보드를 벗어나면 페그보드를 새로고침합니다.,draft,,
Orbs/refresh_on_exit_name,사라지구,draft,,
Orbs/refresh_on_fired,구슬을 쏠 때 보드를 새로고침합니다.,draft,,
Orbs/refresh_on_first_hit,"처음 <sprite name=""PEG""> <style=hit>명중</style>하면 보드를 새로고침합니다.",draft,,
Orbs/refresh_on_hit,"<sprite name=""PEG""> {[REFRESH_PEG_COUNT]}개에 <style=hit>명중</style>할 때마다 보드를 새로고침합니다.",draft,,
Orbs/refresh_on_hit2,"<sprite name=""PEG""> {[REFRESH_PEG_COUNT]}개에 <style=hit>명중</style>할 때마다 보드를 새로고침합니다 (최대 {[REFRESH_LIMIT]}회)",draft,,
Orbs/refreshiball_name,보충구,draft,,
Orbs/refreshorb_name,새로구침,draft,,
Orbs/regular_damage_buffs_crit,효과로 +X/+Y를 적용할 경우 대신 +0/+(X+Y)를 적용합니다.,draft,,
Orbs/regular_damage_buffs_crit2,효과로 +X/+Y를 적용할 경우 대신 +0/+({[REG_TO_CRIT_BOOST_MOD]}X+Y)를 적용합니다.,draft,,
Orbs/regular_pierce_1,일반 공격이 하나의 적을 관통합니다.,draft,,
Orbs/renewed_vigorb_name,새로운 활력,draft,,
Orbs/reverse_attack,적 뒤에서 공격을 시작하고 마지막 적을 가장 먼저 공격합니다.,draft,,
Orbs/reverse_attack_crit,치명타 공격이 적 뒤에서 반대로 발사됩니다.,draft,,
Orbs/rigged_bomb_dmg_red,"<sprite name=""RIGGED_BOMB"">으로 받는 자해 대미지가 {[RIGGED_REDUCTION]}만큼 감소합니다.",draft,,
Orbs/rigged_bomb_dmg_red2,"이 구슬이 터뜨린 <sprite name=""RIGGED_BOMB""> 때문에 받는 <style=damage>자해 대미지</style>가 {[RIGGED_REDUCTION]}만큼 줄어듭니다.",draft,,
Orbs/roundabout_name,빙글기타,draft,,
Orbs/rubber_applier_name,고무화라구,draft,,
Orbs/rubber_name,탱탱볼,draft,,
Orbs/self_damage_basic_name,희생구,draft,,
Orbs/self_damage_boost_desc,이번 전투에서 <style=damage>자해 대미지</style>로 체력을 잃을 때마다 <style=dmg_bonus>+{[SELF_DMG_BOOST_DMG]}/+{[SELF_DMG_BOOST_CRIT]}</style>를 얻습니다.,draft,,
Orbs/self_damage_boost_desc2,이번 전투에서 <style=damage>자해 대미지</style>를 받을 때마다 <style=dmg_bonus>+{[SELF_DMG_BOOST_DMG]}/+{[SELF_DMG_BOOST_CRIT]}</style>를 얻습니다.,draft,,
Orbs/self_damage_boost_name,왕따구,draft,,
Orbs/self_damage_every_pegs,"<sprite name=""PEG"">에 {[NUMBER_OF_PEGS]}번 <style=hit>명중</style>할 때마다 <style=damage>{[SELF_DAMAGE_AMOUNT]}의 자해 대미지</style>를 받습니다.",draft,,
Orbs/shoots_lasers_on_pegs_hit,"<sprite name=""PEG"">에 {[HITS_UNTIL_ACTIVATION]}번 <style=hit>명중</style>할 때마다 <sprite name=""PEG"">를 <style=activate>활성화</style>하는 레이저를 발사합니다.",draft,,
Orbs/shuffle_name,섞어버리구,draft,,
Orbs/shuffle_on_discard,"버리면 <sprite name=""CRIT_PEG"">와 <sprite name=""REFRESH_PEG"">의 위치를 섞습니다.",draft,,
Orbs/shuffle_on_hit,"{[SHUFFLE_HITS]}개의 페그에 <style=hit>명중</style>할 때마다 <sprite name=""CRIT_PEG"">와 <sprite name=""REFRESH_PEG"">의 위치를 바꿉니다.",draft,,
Orbs/shuffle_on_hit2,"{[SHUFFLE_HITS]}개의 페그에 <style=hit>명중</style>할 때마다 <sprite name=""CRIT_PEG"">와 <sprite name=""REFRESH_PEG"">의 위치를 바꿉니다. (최대 {[SHUFFLE_LIMIT]}회)",draft,,
Orbs/small,작습니다,draft,,
Orbs/snowball_damage_scaling,"{[SNOWBALL_DAMAGE_HITS_NEEDED]}개의 <sprite name=""PEG"">에 <style=hit>명중</style>할 때마다 모든 눈덩이가 <style=dmg_bonus>+{[SNOWBALL_BASE_DAMAGE_INCREASE]}/+{[SNOWBALL_CRIT_DAMAGE_INCREASE]}</style>를 얻습니다.",draft,,
Orbs/snowball_name,눈덩이,draft,,
Orbs/snowball_resets_each_battle,대미지와 크기는 매 전투가 종료된 후 초기화됩니다.,draft,,
Orbs/snowball_size_scaling,"눈덩이가 <sprite name=""PEG"">에 <style=hit>명중</style>하여 위력이 강해지면 모든 눈덩이의 크기가 커집니다.",draft,,
Orbs/special_pegs_only,"<sprite name=""REFRESH_PEG""><sprite name=""CRIT_PEG""><sprite name=""BOMB"">에만 <style=hit>명중</style>하며 다른 모든 것은 관통합니다.",draft,,
Orbs/special_pegs_orb_name,적중시키라구,draft,,
Orbs/sphear_name,뚫고 간다구,draft,,
Orbs/spin_doctorb_name,역전 치유구,draft,,
Orbs/spinpoint_name,스핀포인트,draft,,
Orbs/spinterest_effect,"보유한 {[DMG_PER_COINS]} <sprite name=""GOLD"">당 <style=dmg_bonus>+1/+2</style>를 얻습니다.",draft,,
Orbs/spinterest_name,회전이자 납부,draft,,
Orbs/splash_damage,대상 좌우에 있는 적들에게 즉시 스플래시 대미지를 줍니다.,draft,,
Orbs/splatorb_name,끈적하다구,draft,,
Orbs/spreads_bouncy_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>고무 슬라임</style>을 적용합니다.",draft,,
Orbs/spreads_bouncy_slime3,"<style=upgr_slime>고무 슬라임</style>이 묻은 <sprite name=""PEG"">는 <style=durable>견고</style>해지고 더 잘 튑니다.",draft,,
Orbs/spreads_damage_reduction_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>대미지 감소 슬라임</style>을 적용합니다.",draft,,
Orbs/spreads_double_damage_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>2배 대미지 슬라임</style>을 적용합니다.",draft,,
Orbs/spreads_healing_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>치유 슬라임</style>을 적용합니다.",draft,,
Orbs/spreads_lightning_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>벼락 슬라임</style>을 적용합니다.",draft,,
Orbs/spreads_poison_slime,"<sprite name=""PEG"">에 {[SLIME_X_PEGS_HIT]}번 <style=hit>명중</style>할 때마다 <style=upgr_slime>중독 슬라임</style>을 적용합니다.",draft,,
Orbs/squirrel_name,다람쥐공,draft,,
Orbs/stone_bonus_damage,덱에 있는 펩볼 하나마다 대미지가 <style=dmg_bonus>+{[STONE_BONUS_DMG]}/+{[STONE_BONUS_CRIT]}</style> 늘어납니다.,draft,,
Orbs/stone_bouldorb_bonus_damage,덱에 있는 펩볼이나 돌덩이 하나당 대미지가 <style=dmg_bonus>+{[STONE_BONUS_DMG]}/+{[STONE_BONUS_CRIT]}</style> 증가합니다.,draft,,
Orbs/stone_name,펩볼,draft,,
Orbs/summoning_circle_multiball,덱에 있는 다음 구슬의 복제본을 {[SUMMON_AMOUNT]}번 소환합니다.,draft,,
Orbs/summoning_circle_name,소환진,draft,,
Orbs/super_bouncy,엄청나게 잘 튑니다!,draft,,
Orbs/susceptiball_name,서셉티볼,draft,,
Orbs/sworb_name,검구,draft,,
Orbs/target_any_enemy,아무 적이나 선택할 수 있습니다.,draft,,
Orbs/terriball_name,구려구,draft,,
Orbs/toil_and_trouball_name,수고와 공칫거리,draft,,
Orbs/transpherency_apply,명중한 적에게 <style=transpherency>{[STATUS_EFFECT_AMOUNT]} 투명성</style>을 적용합니다.,draft,,
Orbs/transpherency_apply_on_draw,이 구슬을 뽑을 때 모든 적에게 <style=transpherency>{[AMOUNT_ON_DRAWN]} 투명성</style>을 적용합니다.,draft,,
Orbs/transpherency_orb_name,반잔구,draft,,
Orbs/travels_less_upgraded,"구슬 레벨이 높을수록 더 멀리 이동하려면 <sprite name=""PEG""> <style=hit>명중</style>이 더 많이 필요합니다.",draft,,
Orbs/travels_more_upgraded,"구슬 레벨이 높을수록 더 멀리 이동하려면 <sprite name=""PEG""> <style=hit>명중</style>이 더 적게 필요합니다.",draft,,
Orbs/travels_more_with_pegs_hit,"공격 거리는 <sprite name=""PEG""> <style=hit>명중</style> 수에 따라 달라집니다.",draft,,
Orbs/twinorb_name,반작용,draft,,
Orbs/twooze_company_name,투오즈 컴퍼니,draft,,
Orbs/ultra_buff_orb_name,리퍼비셔,draft,,
Orbs/unlimited_upgrade,횟수 제한 없이 업그레이드하여 <style=dmg_bonus>+{[UPG_DMG]}/+{[UPG_CRIT]}</style>를 추가할 수 있습니다.,draft,,
Orbs/vampire_orb_name,구라큘라,draft,,
Orbs/very_weak_attack,일반 공격이 약합니다.,draft,,
Orbs/very_weak_attack2,일반 공격으로는 대미지를 줄 수 없습니다.,draft,,
Orbs/warhammer_name,원해머,draft,,
Orbs/weak_crit,치명타 대미지가 낮으며 수정할 수 없습니다.,draft,,
Orbs/weak_regular_attack,일반 대미지가 낮으며 수정할 수 없습니다.,draft,,
Orbs/worsen_debuffs,명중한 적의 디버프 수치가 {[EXAC_AMT]}만큼 증가합니다.,draft,,
Orbs/wrong_shape,이 구슬은 뭔가 잘못됐습니다.,draft,,
